Record_ID,Timestamp,Soil_Moisture,Soil_Temperature,Soil_pH,Humidity,Ambient_Temperature,Solar_Radiation,Wind_Speed,NDVI_Index,5G_Latency_ms,Plant_Health_Status
487,2024-01-21 06:00:00,6.82,22.09,5.56,91.78,17.29,207.97,4.06,0.23,9.7,Moderate Stress
488,2024-01-21 07:00:00,16.24,31.59,6.39,54.93,27.85,949.69,0.83,0.826,5.59,Healthy
489,2024-01-21 08:00:00,43.02,24.72,7.45,57.58,20.79,702.1,2.42,0.357,9.88,High Stress
490,2024-01-21 09:00:00,40.61,19.38,6.91,76.46,19.53,457.48,7.97,0.446,3.72,Healthy
491,2024-01-21 10:00:00,23.23,17.14,6.15,69.25,35.26,397.18,8.08,0.853,1.28,High Stress
492,2024-01-21 11:00:00,29.81,15.08,7.24,49.43,18.38,207.2,2.23,0.76,2.49,High Stress
493,2024-01-21 12:00:00,16.1,29.04,6.92,56.7,26.72,388.38,3.49,0.364,4.56,High Stress
494,2024-01-21 13:00:00,12.52,19.66,7.49,44.15,38.46,310.18,1.52,0.254,3.85,High Stress
495,2024-01-21 14:00:00,23.55,22.78,7.34,92.79,19.65,689.73,0.93,0.737,1.87,Moderate Stress
496,2024-01-21 15:00:00,19.13,22.31,7.03,38.49,39.45,333.24,9.92,0.493,4.89,High Stress
497,2024-01-21 16:00:00,28.35,24.43,6.72,54.17,39.86,622.9,6.62,0.775,4.04,Moderate Stress
498,2024-01-21 17:00:00,8.11,31.64,5.83,31.68,28.89,672.09,5.51,0.534,2.1,Moderate Stress
499,2024-01-21 18:00:00,43.98,34.52,6.15,44.42,19.25,438.43,7.7,0.46,3.67,Healthy
500,2024-01-21 19:00:00,44.45,20.19,6.55,80.73,22.9,228.05,8.43,0.538,8.98,Healthy
501,2024-01-21 20:00:00,32.93,30.69,7.0,43.08,25.61,229.8,8.11,0.761,3.72,High Stress
502,2024-01-21 21:00:00,26.44,29.11,6.78,35.2,22.73,221.08,0.36,0.877,7.43,Healthy
503,2024-01-21 22:00:00,17.38,24.34,6.22,60.84,22.02,791.3,2.03,0.237,6.51,High Stress
504,2024-01-21 23:00:00,37.55,33.9,5.52,30.65,39.31,454.41,6.62,0.593,4.84,Healthy
505,2024-01-22 00:00:00,32.39,15.01,6.74,35.51,18.83,837.04,3.88,0.225,3.15,High Stress
506,2024-01-22 01:00:00,11.5,12.73,6.21,82.5,33.33,545.39,9.83,0.551,4.32,Healthy
507,2024-01-22 02:00:00,41.44,31.35,7.34,80.15,15.01,562.4,6.72,0.864,6.33,Healthy
508,2024-01-22 03:00:00,37.9,20.98,5.56,89.48,29.9,610.31,9.57,0.471,4.16,Moderate Stress
509,2024-01-22 04:00:00,42.99,31.17,6.96,85.54,37.9,770.43,2.17,0.899,2.93,Healthy
510,2024-01-22 05:00:00,34.03,32.33,7.85,74.41,22.2,418.8,8.67,0.673,2.05,Healthy
511,2024-01-22 06:00:00,29.54,11.56,5.94,33.4,19.64,297.27,3.35,0.901,8.92,High Stress
512,2024-01-22 07:00:00,21.73,32.09,6.68,80.89,31.29,644.85,9.9,0.768,4.96,Moderate Stress
513,2024-01-22 08:00:00,42.31,21.21,5.73,84.96,32.82,461.58,1.75,0.278,6.63,High Stress
514,2024-01-22 09:00:00,39.64,22.76,7.06,81.94,32.2,553.99,5.26,0.373,5.41,Healthy
515,2024-01-22 10:00:00,6.81,25.66,6.88,63.05,22.98,717.56,7.97,0.496,8.85,High Stress
516,2024-01-22 11:00:00,6.05,33.16,6.52,45.14,21.31,595.3,4.44,0.328,5.92,Moderate Stress
517,2024-01-22 12:00:00,20.06,10.48,6.8,84.95,38.9,696.22,4.79,0.571,5.33,High Stress
518,2024-01-22 13:00:00,37.42,21.92,7.74,77.27,38.08,635.36,9.87,0.554,9.32,Healthy
519,2024-01-22 14:00:00,44.49,27.19,5.99,93.75,26.43,791.84,4.37,0.917,7.48,High Stress
520,2024-01-22 15:00:00,11.02,28.07,5.56,40.12,36.15,764.75,6.12,0.525,2.0,Healthy
521,2024-01-22 16:00:00,28.77,27.31,7.65,44.67,26.31,627.35,0.73,0.789,2.6,Moderate Stress
522,2024-01-22 17:00:00,20.24,13.36,6.94,43.77,25.61,743.12,8.45,0.906,8.08,Moderate Stress
523,2024-01-22 18:00:00,43.8,17.48,7.73,81.52,18.92,898.85,6.55,0.858,8.52,High Stress
524,2024-01-22 19:00:00,38.68,18.97,6.99,42.15,25.66,545.82,4.16,0.357,5.91,Moderate Stress
525,2024-01-22 20:00:00,38.53,30.11,7.53,34.33,28.44,530.21,0.36,0.572,5.99,High Stress
526,2024-01-22 21:00:00,23.75,16.97,6.57,94.91,15.56,811.4,6.0,0.461,6.69,Healthy
527,2024-01-22 22:00:00,21.59,15.27,7.37,31.61,26.1,666.04,0.32,0.5,4.95,High Stress
528,2024-01-22 23:00:00,15.94,33.94,7.78,84.29,34.53,256.81,0.21,0.471,7.12,Healthy
529,2024-01-23 00:00:00,7.26,10.22,6.93,53.75,32.0,913.69,6.24,0.82,1.98,Moderate Stress
530,2024-01-23 01:00:00,39.59,34.95,5.95,84.71,30.88,224.63,2.05,0.539,9.65,Healthy
531,2024-01-23 02:00:00,37.52,26.92,6.17,66.05,37.74,798.72,2.08,0.593,7.75,Healthy
532,2024-01-23 03:00:00,44.99,30.71,6.0,88.61,15.45,807.04,6.6,0.937,6.68,Healthy
533,2024-01-23 04:00:00,44.87,17.37,6.12,90.2,28.93,962.49,0.73,0.245,3.85,Healthy
534,2024-01-23 05:00:00,27.22,10.36,6.27,30.59,34.68,243.31,3.27,0.566,2.45,Healthy
535,2024-01-23 06:00:00,35.76,28.45,6.89,34.9,28.53,677.49,1.66,0.781,4.68,High Stress
536,2024-01-23 07:00:00,42.79,30.85,6.97,46.27,23.1,542.27,5.89,0.313,6.95,Healthy
537,2024-01-23 08:00:00,38.99,28.51,6.57,73.51,18.41,464.51,6.69,0.659,6.7,Healthy
538,2024-01-23 09:00:00,14.89,13.57,7.04,87.74,37.19,272.25,7.27,0.38,4.44,Healthy
539,2024-01-23 10:00:00,23.02,28.84,5.7,59.9,26.77,650.12,2.7,0.851,6.52,Healthy
540,2024-01-23 11:00:00,10.17,29.22,5.72,69.45,36.95,583.23,1.07,0.445,8.32,Healthy
541,2024-01-23 12:00:00,43.16,26.46,5.93,42.25,29.65,283.64,0.97,0.447,1.24,Healthy
542,2024-01-23 13:00:00,29.25,29.15,6.8,82.32,31.85,689.99,4.38,0.649,5.06,Moderate Stress
543,2024-01-23 14:00:00,14.15,31.15,6.03,92.88,35.11,790.36,9.47,0.338,7.83,High Stress
544,2024-01-23 15:00:00,31.87,25.34,6.21,47.46,31.48,813.82,2.33,0.414,5.92,Healthy
545,2024-01-23 16:00:00,29.73,12.22,6.5,62.16,24.95,924.3,2.72,0.512,6.86,High Stress
546,2024-01-23 17:00:00,19.33,22.19,7.53,35.6,27.84,527.58,1.19,0.465,5.65,Moderate Stress
547,2024-01-23 18:00:00,9.54,11.94,5.53,66.34,35.08,962.46,6.13,0.594,9.93,Moderate Stress
548,2024-01-23 19:00:00,31.86,20.19,7.12,62.68,24.34,892.34,6.86,0.65,1.49,Healthy
549,2024-01-23 20:00:00,25.81,20.18,7.17,39.39,24.7,437.2,6.5,0.625,5.42,High Stress
550,2024-01-23 21:00:00,35.89,11.65,7.5,58.73,17.39,327.43,8.64,0.691,1.82,Healthy
551,2024-01-23 22:00:00,25.81,18.72,7.83,51.72,37.86,548.31,4.97,0.431,2.44,Moderate Stress
552,2024-01-23 23:00:00,39.09,12.77,5.55,63.92,17.28,521.52,1.52,0.295,4.45,Moderate Stress
553,2024-01-24 00:00:00,27.08,30.21,5.88,68.07,31.21,660.58,3.04,0.771,2.4,High Stress
554,2024-01-24 01:00:00,27.44,33.69,7.72,30.55,25.33,666.71,6.69,0.838,9.67,Healthy
555,2024-01-24 02:00:00,40.07,11.81,6.65,79.47,25.14,799.99,6.21,0.393,9.52,High Stress
556,2024-01-24 03:00:00,21.14,33.88,6.91,76.35,31.99,607.91,5.4,0.505,4.02,High Stress
557,2024-01-24 04:00:00,10.36,23.06,7.16,53.81,16.68,283.86,6.89,0.574,6.76,Moderate Stress
558,2024-01-24 05:00:00,6.15,17.49,7.2,33.44,29.84,886.63,6.45,0.6,5.8,High Stress
559,2024-01-24 06:00:00,35.21,11.92,7.83,79.07,34.3,447.81,8.84,0.695,8.34,Moderate Stress
560,2024-01-24 07:00:00,29.81,22.52,7.99,92.09,35.71,977.04,5.94,0.231,6.65,Healthy
561,2024-01-24 08:00:00,33.16,29.86,7.3,45.61,19.26,294.29,7.83,0.741,1.0,High Stress
562,2024-01-24 09:00:00,13.52,27.68,6.22,51.03,37.44,966.6,2.64,0.246,7.87,High Stress
563,2024-01-24 10:00:00,10.45,11.26,7.7,41.95,31.4,272.81,6.85,0.551,7.72,Healthy
564,2024-01-24 11:00:00,5.58,11.82,5.62,67.5,37.05,384.83,9.04,0.821,5.59,High Stress
565,2024-01-24 12:00:00,19.02,20.07,6.08,40.06,27.13,237.26,3.98,0.538,9.13,Healthy
566,2024-01-24 13:00:00,28.6,17.38,7.74,53.15,28.55,764.09,7.84,0.312,9.18,Moderate Stress
567,2024-01-24 14:00:00,20.69,15.81,6.14,75.31,37.98,880.24,7.3,0.939,5.72,Moderate Stress
568,2024-01-24 15:00:00,22.5,17.03,6.05,66.41,37.5,547.26,0.78,0.867,6.47,High Stress
569,2024-01-24 16:00:00,41.17,30.09,5.85,55.12,26.2,942.82,5.9,0.778,9.97,Moderate Stress
570,2024-01-24 17:00:00,18.93,33.23,7.65,57.32,21.86,672.24,1.48,0.509,3.69,Moderate Stress
571,2024-01-24 18:00:00,25.56,20.13,6.75,66.54,24.83,704.01,9.68,0.338,3.92,Healthy
572,2024-01-24 19:00:00,36.35,32.65,7.19,30.38,24.69,876.34,8.15,0.906,2.64,Moderate Stress
573,2024-01-24 20:00:00,20.86,18.04,6.1,35.1,22.17,437.44,1.28,0.599,9.06,Moderate Stress
574,2024-01-24 21:00:00,29.88,21.91,7.4,87.28,21.71,483.41,1.39,0.839,7.7,Moderate Stress
575,2024-01-24 22:00:00,39.49,15.65,7.4,35.06,36.53,924.76,6.03,0.457,1.95,Healthy
576,2024-01-24 23:00:00,42.98,26.01,6.28,75.94,16.75,920.77,3.58,0.451,9.84,High Stress
577,2024-01-25 00:00:00,10.88,34.47,6.53,89.8,31.94,981.19,0.54,0.939,7.58,Healthy
578,2024-01-25 01:00:00,42.06,25.09,6.02,47.59,19.32,921.47,5.51,0.591,8.65,High Stress
579,2024-01-25 02:00:00,24.68,18.95,7.94,54.08,23.61,301.9,4.0,0.306,1.43,High Stress
580,2024-01-25 03:00:00,15.33,26.2,7.11,66.98,16.54,858.98,1.19,0.365,5.54,Moderate Stress
581,2024-01-25 04:00:00,23.37,13.07,7.84,87.31,21.75,527.87,8.06,0.561,7.29,Moderate Stress
582,2024-01-25 05:00:00,44.2,32.22,6.26,91.22,34.21,992.64,9.17,0.232,5.89,Healthy
583,2024-01-25 06:00:00,24.7,22.58,7.45,78.07,37.13,577.82,7.61,0.547,7.0,Healthy
584,2024-01-25 07:00:00,18.15,21.23,7.41,35.63,20.54,643.07,8.26,0.514,8.36,Healthy
585,2024-01-25 08:00:00,30.34,24.65,7.23,73.5,26.59,623.82,2.32,0.785,4.37,Moderate Stress
586,2024-01-25 09:00:00,14.61,25.62,7.91,56.67,26.76,457.39,2.78,0.466,8.64,High Stress
587,2024-01-25 10:00:00,8.03,11.79,6.48,60.6,36.84,260.02,2.24,0.937,2.47,Healthy
588,2024-01-25 11:00:00,10.16,27.07,5.83,33.19,34.07,916.52,7.7,0.336,3.44,High Stress
589,2024-01-25 12:00:00,10.12,16.05,7.18,42.42,27.83,842.14,9.49,0.643,1.39,Moderate Stress
590,2024-01-25 13:00:00,11.08,27.85,7.32,81.38,31.77,311.62,7.23,0.267,4.28,Moderate Stress
591,2024-01-25 14:00:00,10.55,30.56,6.94,59.51,36.18,821.41,8.84,0.75,4.42,Moderate Stress
592,2024-01-25 15:00:00,30.63,30.1,6.02,49.61,15.24,700.68,6.46,0.946,8.25,Moderate Stress
593,2024-01-25 16:00:00,12.28,23.81,6.76,54.96,25.07,527.32,4.0,0.814,6.88,High Stress
594,2024-01-25 17:00:00,18.83,23.0,6.28,85.54,37.68,403.22,4.37,0.617,4.93,High Stress
595,2024-01-25 18:00:00,40.87,13.57,6.57,78.68,33.51,887.78,0.94,0.564,6.87,Healthy
596,2024-01-25 19:00:00,23.96,29.38,7.11,47.7,28.57,760.15,0.51,0.826,1.48,High Stress
597,2024-01-25 20:00:00,31.7,16.79,7.36,37.64,28.24,638.19,7.02,0.902,2.62,High Stress
598,2024-01-25 21:00:00,11.89,22.42,6.08,46.38,23.69,687.65,4.5,0.942,6.64,High Stress
599,2024-01-25 22:00:00,12.69,17.11,6.51,89.85,28.01,272.85,5.61,0.497,6.77,Healthy
600,2024-01-25 23:00:00,6.63,13.35,6.17,67.8,31.38,579.14,5.67,0.943,7.97,High Stress
601,2024-01-26 00:00:00,11.76,25.74,6.0,64.68,25.46,354.96,2.92,0.317,4.63,High Stress
602,2024-01-26 01:00:00,16.14,11.36,7.46,68.77,32.85,366.71,4.86,0.39,7.5,High Stress
603,2024-01-26 02:00:00,12.08,28.72,7.77,53.79,36.53,729.04,4.81,0.267,7.16,Moderate Stress
604,2024-01-26 03:00:00,8.55,17.94,6.43,82.46,18.87,929.0,4.01,0.404,9.67,High Stress
605,2024-01-26 04:00:00,9.83,10.0,7.38,64.01,26.29,523.01,8.24,0.776,2.94,Healthy
606,2024-01-26 05:00:00,23.43,22.78,7.74,37.59,25.2,366.2,4.62,0.84,5.97,Healthy
607,2024-01-26 06:00:00,13.25,11.17,7.62,38.39,32.19,719.0,6.12,0.784,6.42,Healthy
608,2024-01-26 07:00:00,19.57,16.9,5.96,64.9,21.25,896.95,8.98,0.673,9.99,Healthy
609,2024-01-26 08:00:00,25.14,27.67,7.89,90.88,31.01,798.66,8.69,0.585,2.81,Moderate Stress
610,2024-01-26 09:00:00,32.62,11.57,6.44,50.04,36.94,895.01,8.93,0.732,5.71,Healthy
611,2024-01-26 10:00:00,6.57,30.98,6.35,86.52,25.45,629.24,2.85,0.493,4.12,Moderate Stress
612,2024-01-26 11:00:00,36.98,10.1,5.66,79.67,37.78,801.5,0.54,0.831,5.73,Moderate Stress
613,2024-01-26 12:00:00,30.12,16.17,6.72,46.11,39.83,312.05,2.76,0.708,3.09,Moderate Stress
614,2024-01-26 13:00:00,8.27,28.52,5.77,32.36,17.65,478.62,2.93,0.723,1.43,Healthy
615,2024-01-26 14:00:00,39.94,17.91,6.12,36.62,20.83,511.64,9.11,0.602,6.15,Healthy
616,2024-01-26 15:00:00,41.83,12.55,6.29,77.35,38.76,609.04,6.56,0.864,4.02,Moderate Stress
617,2024-01-26 16:00:00,7.44,19.01,7.52,42.98,38.96,943.26,1.0,0.389,2.64,Moderate Stress
618,2024-01-26 17:00:00,16.08,16.76,7.69,54.13,17.44,899.44,1.53,0.486,3.92,Healthy
619,2024-01-26 18:00:00,37.25,31.07,6.26,62.61,15.37,307.62,1.73,0.783,1.44,High Stress
620,2024-01-26 19:00:00,34.93,17.83,7.65,77.16,19.03,338.23,6.38,0.57,9.55,High Stress
621,2024-01-26 20:00:00,12.38,29.72,7.64,37.36,39.9,486.11,7.41,0.867,6.23,High Stress
622,2024-01-26 21:00:00,13.37,32.3,7.41,56.41,19.5,432.6,8.62,0.46,8.33,Healthy
623,2024-01-26 22:00:00,19.82,20.85,5.87,61.53,27.56,691.82,9.42,0.477,4.81,Healthy
624,2024-01-26 23:00:00,24.38,32.75,7.23,65.15,36.21,922.22,2.18,0.867,9.13,Moderate Stress
625,2024-01-27 00:00:00,29.73,19.43,7.86,83.19,15.51,969.83,3.24,0.548,5.35,Healthy
626,2024-01-27 01:00:00,19.76,34.1,7.21,41.16,30.11,722.88,2.56,0.587,6.17,Healthy
627,2024-01-27 02:00:00,23.5,12.23,6.33,82.51,21.93,870.53,3.72,0.45,5.43,Healthy
628,2024-01-27 03:00:00,34.9,27.18,6.75,75.04,36.56,620.16,9.16,0.408,7.6,Moderate Stress
629,2024-01-27 04:00:00,6.47,22.35,7.11,66.13,22.09,366.66,5.84,0.692,6.1,Moderate Stress
630,2024-01-27 05:00:00,15.1,19.69,6.78,75.47,32.17,619.75,7.43,0.29,3.44,High Stress
631,2024-01-27 06:00:00,33.53,25.82,5.8,56.78,31.86,644.07,5.0,0.859,2.31,High Stress
632,2024-01-27 07:00:00,40.81,27.6,6.28,39.0,20.54,793.97,0.48,0.784,6.46,Healthy
633,2024-01-27 08:00:00,25.47,10.11,7.51,73.27,15.87,375.91,0.83,0.343,5.4,Healthy
634,2024-01-27 09:00:00,26.28,14.17,7.65,64.1,25.23,494.65,5.47,0.721,1.86,Moderate Stress
635,2024-01-27 10:00:00,9.29,27.83,5.84,71.56,22.23,491.22,7.24,0.652,4.56,High Stress
636,2024-01-27 11:00:00,22.9,26.66,7.88,51.97,35.22,967.55,2.31,0.338,5.63,High Stress
637,2024-01-27 12:00:00,26.3,34.15,6.32,88.95,35.01,555.16,7.27,0.405,8.44,High Stress
638,2024-01-27 13:00:00,14.7,29.03,7.16,68.18,26.43,804.08,8.14,0.507,1.68,Healthy
639,2024-01-27 14:00:00,15.77,33.77,7.38,35.55,30.16,800.65,4.24,0.724,4.14,Healthy
640,2024-01-27 15:00:00,20.09,27.56,7.53,59.24,30.11,412.44,7.51,0.679,8.4,Healthy
641,2024-01-27 16:00:00,5.8,17.45,7.86,79.16,35.68,657.5,4.16,0.599,6.84,Moderate Stress
642,2024-01-27 17:00:00,17.88,12.63,6.28,81.62,25.63,915.44,6.85,0.776,3.61,High Stress
643,2024-01-27 18:00:00,13.46,29.55,7.65,62.15,21.89,580.16,7.69,0.768,8.61,Moderate Stress
644,2024-01-27 19:00:00,18.1,26.1,5.83,88.16,21.63,956.09,9.92,0.663,5.44,High Stress
645,2024-01-27 20:00:00,9.79,11.2,7.26,47.4,28.4,371.57,3.58,0.79,5.49,Healthy
646,2024-01-27 21:00:00,40.62,19.0,7.35,56.69,26.23,259.33,4.23,0.451,9.79,Moderate Stress
647,2024-01-27 22:00:00,28.74,33.92,7.19,88.41,26.0,913.16,1.82,0.861,9.52,Moderate Stress
648,2024-01-27 23:00:00,32.16,22.51,6.13,88.26,17.28,878.14,2.2,0.661,4.23,Healthy
649,2024-01-28 00:00:00,36.57,20.82,7.68,74.57,32.97,994.07,7.0,0.817,2.27,High Stress
650,2024-01-28 01:00:00,24.94,21.44,5.92,85.83,20.34,743.51,9.19,0.61,3.93,High Stress
651,2024-01-28 02:00:00,8.48,15.22,5.63,35.77,19.92,949.35,4.07,0.364,1.27,High Stress
652,2024-01-28 03:00:00,26.48,19.22,7.29,86.22,25.32,861.56,1.96,0.607,1.19,High Stress
653,2024-01-28 04:00:00,28.47,19.25,6.69,50.84,20.69,875.54,2.99,0.478,4.56,Healthy
654,2024-01-28 05:00:00,34.82,11.31,7.62,41.59,29.6,655.31,4.66,0.723,9.47,Healthy
655,2024-01-28 06:00:00,22.27,29.19,6.46,45.56,24.29,505.89,3.05,0.557,8.84,Healthy
656,2024-01-28 07:00:00,10.1,20.41,5.92,57.17,26.22,947.65,2.49,0.827,5.6,Healthy
657,2024-01-28 08:00:00,16.35,30.55,7.59,46.33,28.43,545.69,7.41,0.709,6.09,Moderate Stress
658,2024-01-28 09:00:00,19.52,31.26,6.87,50.84,20.09,631.06,0.28,0.713,1.05,Moderate Stress
659,2024-01-28 10:00:00,30.84,15.3,5.97,38.77,18.89,556.89,5.48,0.363,2.94,Moderate Stress
660,2024-01-28 11:00:00,27.83,26.43,7.3,49.25,37.01,651.85,7.98,0.938,1.22,Healthy
661,2024-01-28 12:00:00,19.24,21.81,6.78,67.2,25.84,576.4,2.81,0.831,7.79,High Stress
662,2024-01-28 13:00:00,44.46,32.0,7.01,58.72,25.3,238.37,6.11,0.792,2.31,Moderate Stress
663,2024-01-28 14:00:00,29.23,15.39,6.65,52.54,15.89,905.64,6.76,0.448,8.82,Moderate Stress
664,2024-01-28 15:00:00,14.49,26.95,7.57,78.52,27.45,555.52,6.62,0.602,6.79,Healthy
665,2024-01-28 16:00:00,9.07,25.19,7.57,88.08,28.85,671.15,4.57,0.303,3.06,High Stress
666,2024-01-28 17:00:00,11.11,17.38,7.27,79.19,28.97,311.35,3.6,0.604,2.42,High Stress
667,2024-01-28 18:00:00,14.84,13.42,5.76,51.58,32.68,202.71,8.39,0.309,6.65,High Stress
668,2024-01-28 19:00:00,11.43,26.29,7.6,78.39,19.44,396.23,7.63,0.615,9.11,Healthy
669,2024-01-28 20:00:00,12.46,28.46,7.18,39.88,21.31,763.67,3.35,0.687,7.47,High Stress
670,2024-01-28 21:00:00,16.4,17.89,7.24,38.47,35.27,279.36,1.21,0.493,4.14,Moderate Stress
671,2024-01-28 22:00:00,11.93,26.12,6.41,52.47,38.68,927.11,0.9,0.574,6.29,Moderate Stress
672,2024-01-28 23:00:00,40.87,19.88,7.7,82.5,18.4,372.02,1.12,0.857,3.8,Moderate Stress
673,2024-01-29 00:00:00,8.21,27.83,7.31,46.01,27.44,363.67,5.91,0.281,9.99,Healthy
674,2024-01-29 01:00:00,25.98,14.98,5.78,34.11,20.35,345.21,0.71,0.794,7.74,High Stress
675,2024-01-29 02:00:00,21.42,32.26,6.52,38.56,16.5,211.19,3.5,0.328,6.53,Healthy
676,2024-01-29 03:00:00,44.3,17.19,7.72,85.82,23.14,817.44,7.58,0.228,4.81,High Stress
677,2024-01-29 04:00:00,9.48,19.19,5.62,71.2,18.59,900.03,3.08,0.339,6.56,Healthy
678,2024-01-29 05:00:00,20.91,11.45,7.9,46.46,32.75,691.33,7.68,0.774,4.07,Moderate Stress
679,2024-01-29 06:00:00,43.78,12.79,7.2,66.09,28.34,350.56,7.51,0.504,1.26,Healthy
680,2024-01-29 07:00:00,39.62,22.9,7.08,64.29,18.6,428.22,2.61,0.854,4.56,Healthy
681,2024-01-29 08:00:00,37.68,16.69,6.18,72.6,15.23,580.74,7.34,0.594,9.37,Healthy
682,2024-01-29 09:00:00,15.32,30.89,6.12,45.16,35.2,963.48,7.53,0.217,6.64,Moderate Stress
683,2024-01-29 10:00:00,11.84,10.37,7.86,86.19,19.4,397.88,4.1,0.738,1.76,Healthy
684,2024-01-29 11:00:00,31.75,19.48,6.25,50.11,30.16,785.32,2.26,0.283,8.96,Healthy
685,2024-01-29 12:00:00,42.18,18.43,7.44,75.12,23.42,551.56,5.31,0.792,3.42,Moderate Stress
686,2024-01-29 13:00:00,27.27,10.48,6.48,31.05,29.64,438.28,9.23,0.326,3.19,High Stress
687,2024-01-29 14:00:00,27.86,13.11,5.85,54.22,22.89,564.73,6.47,0.459,3.67,Healthy
688,2024-01-29 15:00:00,16.2,20.34,5.53,52.86,17.17,256.97,1.89,0.771,6.19,Moderate Stress
689,2024-01-29 16:00:00,35.78,22.32,6.86,65.33,20.57,838.95,6.89,0.916,5.9,Healthy
690,2024-01-29 17:00:00,12.48,20.11,7.94,34.73,19.7,394.64,4.39,0.479,5.42,Moderate Stress
691,2024-01-29 18:00:00,17.95,23.27,6.42,81.36,25.7,780.33,6.0,0.822,7.46,High Stress
692,2024-01-29 19:00:00,22.02,24.88,6.39,44.16,31.46,254.68,7.39,0.343,3.85,High Stress
693,2024-01-29 20:00:00,25.3,10.25,6.36,74.01,21.6,964.08,5.25,0.805,8.04,Healthy
694,2024-01-29 21:00:00,14.7,21.6,6.8,82.21,15.3,354.41,8.18,0.693,2.58,Moderate Stress
695,2024-01-29 22:00:00,9.59,34.09,6.6,66.52,27.97,906.19,7.28,0.345,8.04,High Stress
696,2024-01-29 23:00:00,29.42,22.98,7.7,78.16,30.14,847.58,6.23,0.427,6.97,High Stress
697,2024-01-30 00:00:00,16.55,26.94,6.76,73.02,39.07,974.29,1.68,0.299,7.15,Moderate Stress
698,2024-01-30 01:00:00,28.25,17.8,6.77,53.11,29.74,582.31,8.39,0.487,5.33,Healthy
699,2024-01-30 02:00:00,11.17,29.35,5.85,82.58,26.78,781.92,9.37,0.353,7.0,High Stress
700,2024-01-30 03:00:00,24.25,29.32,7.96,49.16,29.34,496.57,1.54,0.683,1.72,High Stress
701,2024-01-30 04:00:00,26.3,23.03,6.12,67.13,38.2,347.49,4.98,0.946,8.66,High Stress
702,2024-01-30 05:00:00,7.07,34.4,5.68,78.45,35.71,554.46,2.74,0.209,1.5,Healthy
703,2024-01-30 06:00:00,18.46,13.14,7.16,54.63,23.07,332.6,7.59,0.606,2.34,High Stress
704,2024-01-30 07:00:00,10.38,10.42,6.99,49.68,20.93,985.64,7.27,0.63,6.19,Moderate Stress
705,2024-01-30 08:00:00,7.53,29.25,6.54,59.86,21.57,277.0,1.58,0.886,7.65,Healthy
706,2024-01-30 09:00:00,44.6,30.18,6.56,83.17,27.61,671.37,8.79,0.58,1.69,High Stress
707,2024-01-30 10:00:00,17.89,13.01,7.46,90.44,33.6,701.17,1.97,0.608,9.29,Moderate Stress
708,2024-01-30 11:00:00,37.39,16.64,5.99,65.43,27.58,630.46,8.01,0.554,9.76,Moderate Stress
709,2024-01-30 12:00:00,15.19,10.44,7.55,73.0,16.69,729.75,4.68,0.402,6.45,Healthy
710,2024-01-30 13:00:00,32.26,17.33,7.12,88.71,33.09,292.94,3.42,0.242,5.33,Moderate Stress
711,2024-01-30 14:00:00,35.41,29.33,6.55,36.41,35.15,644.01,1.75,0.506,7.67,Healthy
712,2024-01-30 15:00:00,28.83,22.95,6.65,45.09,22.24,429.77,1.84,0.239,3.96,Healthy
713,2024-01-30 16:00:00,23.86,18.7,6.14,76.08,31.6,952.14,6.69,0.613,5.44,Healthy
714,2024-01-30 17:00:00,21.47,19.29,7.38,83.54,25.66,809.66,5.59,0.43,9.25,Moderate Stress
715,2024-01-30 18:00:00,18.95,10.03,6.78,85.71,37.23,978.01,1.4,0.6,9.6,Healthy
716,2024-01-30 19:00:00,42.18,17.5,6.3,56.98,36.13,230.04,1.3,0.301,9.34,Healthy
717,2024-01-30 20:00:00,38.22,26.16,6.99,35.81,28.14,428.11,0.91,0.899,3.36,Moderate Stress
718,2024-01-30 21:00:00,43.6,34.35,7.99,58.46,32.29,356.34,7.49,0.871,3.09,Healthy
719,2024-01-30 22:00:00,9.97,31.18,6.59,45.0,37.08,208.92,7.18,0.342,3.68,High Stress
720,2024-01-30 23:00:00,34.23,10.59,7.8,48.93,27.39,393.86,0.77,0.458,4.97,Moderate Stress
721,2024-01-31 00:00:00,42.53,32.46,6.36,80.2,22.83,743.02,5.69,0.66,3.83,Moderate Stress
722,2024-01-31 01:00:00,12.25,29.58,5.64,34.91,33.84,384.87,1.03,0.272,4.37,Moderate Stress
723,2024-01-31 02:00:00,7.66,29.51,6.01,83.79,20.5,607.2,9.06,0.466,6.59,High Stress
724,2024-01-31 03:00:00,34.64,21.45,6.55,57.8,24.71,910.25,9.09,0.388,7.86,Healthy
725,2024-01-31 04:00:00,27.98,19.95,6.05,68.74,36.64,755.01,7.04,0.887,7.62,Moderate Stress
726,2024-01-31 05:00:00,38.67,17.57,5.5,35.83,33.11,515.7,9.28,0.839,8.33,Moderate Stress
727,2024-01-31 06:00:00,10.59,11.64,7.79,51.93,25.1,497.98,8.15,0.635,1.29,Moderate Stress
728,2024-01-31 07:00:00,36.81,15.71,7.61,35.83,20.37,564.59,8.32,0.59,1.43,High Stress
729,2024-01-31 08:00:00,13.07,16.17,7.36,92.5,23.9,341.63,5.78,0.898,8.1,High Stress
730,2024-01-31 09:00:00,11.55,22.1,5.92,82.47,22.1,707.2,3.2,0.899,5.8,High Stress
